Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Purpose of Use,Number of Platforms Used,Device Used Most,Parental Monitoring,Academic Performance,Daily Study Hours,Year of Study,Region,Year_Of_Admission
1006,19,Male,Undergraduate,Nepal,4.9,Facebook,No,7.1,7,Single,2,5,Education,2,Desktop,Yes,Poor,5,1st Year,North,2024
1007,20,Female,Undergraduate,Maldives,4,Instagram,No,8,8,In Relationship,2,5,News,3,Tablet,No,Poor,2,1st Year,West,2020
1008,20,Female,Undergraduate,India,7.3,WhatsApp,Yes,5.5,5,In Relationship,4,8,Other,2,Tablet,Yes,Excellent,2,2nd Year,West,2020
1009,19,Female,Undergraduate,Bangladesh,5.2,Instagram,Yes,6.5,6,In Relationship,3,8,Socializing,5,Mobile,Sometimes,Average,4,4th Year,East,2024
1010,18,Female,High School,Liechtenstein,5.8,Instagram,Yes,5.2,5,Single,4,9,Other,2,Mobile,Sometimes,Average,3,4th Year,North,2025
1011,23,Male,Graduate,Poland,6.2,Whatsapp,Yes,6.3,5,Single,4,8,Socializing,5,Mobile,Yes,Excellent,3,4th Year,West,2022
1012,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,News,3,Mobile,Sometimes,Poor,1,1st Year,North,2022
1013,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2022
1014,21,Male,Graduate,Italy,5.6,Whatsapp,Yes,6.6,5,In Relationship,3,8,Other,5,Tablet,Yes,Poor,2,2nd Year,East,2025
1015,19,Female,Undergraduate,Ireland,5.5,Whatsapp,Yes,6.8,6,Single,4,8,News,4,Mobile,Yes,Good,4,4th Year,Central,2025
1016,19,Male,Undergraduate,Sri Lanka,5.3,Whatsapp,Yes,5.3,6,Single,3,7,News,3,Desktop,Sometimes,Excellent,4,4th Year,Central,2024
1017,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,Socializing,1,Tablet,No,Good,3,3rd Year,North,2020
1018,21,Male,Undergraduate,Uruguay,3.8,YouTube,No,6.4,7,Single,2,6,Other,4,Desktop,Yes,Excellent,1,1st Year,South,2024
1019,22,Male,Graduate,Bulgaria,2.8,LinkedIn,No,7.2,8,Single,1,4,News,1,Desktop,No,Average,5,1st Year,North,2024
1020,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2025
1021,20,Female,Undergraduate,South Korea,5,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,Laptop,Yes,Average,5,4th Year,East,2022
1022,21,Female,Undergraduate,Spain,6.4,Whatsapp,Yes,6.2,5,Single,4,8,Entertainment,3,Laptop,Yes,Good,2,2nd Year,West,2021
1023,20,Female,Undergraduate,Australia,4.1,Instagram,No,7.7,7,Single,2,5,Entertainment,5,Laptop,No,Poor,5,1st Year,West,2020
1024,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,8,Entertainment,3,Tablet,No,Average,3,2nd Year,South,2025
1025,21,Female,Graduate,South Korea,3.3,Instagram,No,7,7,In Relationship,1,4,Education,2,Mobile,No,Good,4,2nd Year,East,2022
1026,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.6,4,In Relationship,4,9,News,4,Mobile,Yes,Poor,2,2nd Year,South,2021
1027,20,Female,Undergraduate,Ireland,4.5,Whatsapp,Yes,7.4,7,Single,3,6,Education,1,Laptop,Yes,Average,5,1st Year,North,2021
1028,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,5,Entertainment,5,Tablet,Yes,Good,2,2nd Year,Central,2025
1029,22,Male,Graduate,Maldives,5.3,Whatsapp,Yes,5.7,6,In Relationship,4,8,Education,1,Desktop,Sometimes,Average,3,4th Year,Central,2023
1030,20,Female,Undergraduate,Brazil,5.8,Snapchat,Yes,6,6,In Relationship,2,8,News,1,Desktop,Sometimes,Poor,4,4th Year,Central,2020
1031,22,Male,Graduate,Italy,2.8,LinkedIn,No,7.2,8,Single,1,4,Other,2,Laptop,No,Excellent,3,1st Year,East,2021
1032,22,Male,Graduate,India,5.2,Facebook,No,7.1,7,In Relationship,2,6,Other,1,Tablet,Yes,Good,5,2nd Year,South,2025
1033,19,Male,Undergraduate,India,7.2,Whatsapp,Yes,5.7,4,Single,5,9,News,2,Mobile,No,Excellent,1,1st Year,North,2025
1034,21,Male,Undergraduate,France,5.8,Instagram,Yes,6.7,6,Single,3,7,Other,2,Tablet,Yes,Average,1,3rd Year,North,2022
1035,19,Female,Undergraduate,Spain,5.2,Instagram,Yes,6.8,6,Single,3,7,Education,3,Mobile,Yes,Excellent,3,1st Year,East,2023
1036,20,Female,Undergraduate,Australia,3.9,Instagram,No,7.9,7,Single,2,5,News,1,Tablet,Sometimes,Excellent,1,2nd Year,South,2020
1037,24,Female,Graduate,France,4.8,X,No,7.3,7,In Relationship,2,5,Other,3,Tablet,Sometimes,Excellent,2,2nd Year,West,2024
1038,19,Female,Undergraduate,France,4.5,Instagram,No,7.5,7,In Relationship,2,5,Other,1,Laptop,Yes,Excellent,4,1st Year,North,2022
1039,19,Female,Undergraduate,Singapore,5.7,Whatsapp,Yes,6.4,6,Single,3,7,News,5,Laptop,No,Excellent,5,4th Year,North,2021
1040,20,Female,Undergraduate,Brazil,6.1,Instagram,Yes,6.4,6,Single,3,7,Socializing,1,Tablet,No,Good,3,3rd Year,North,2021
1041,21,Male,Graduate,Canada,5.1,Instagram,Yes,7.1,6,Single,3,7,Socializing,4,Mobile,No,Poor,4,1st Year,East,2022
1042,19,Female,Undergraduate,Switzerland,3.5,Instagram,No,8.3,8,Single,2,4,Entertainment,4,Laptop,Sometimes,Average,3,3rd Year,North,2025
1043,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Poor,1,2nd Year,East,2021
1044,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2023
1045,20,Female,Undergraduate,France,3.6,Instagram,No,8.4,7,In Relationship,2,5,News,3,Tablet,No,Good,2,1st Year,South,2020
1046,19,Male,Undergraduate,Denmark,4.7,Instagram,No,7.2,7,In Relationship,2,5,Other,3,Laptop,Yes,Average,4,3rd Year,Central,2023
1047,23,Male,Graduate,Bosnia,2.4,LinkedIn,No,7.4,8,Complicated,1,4,Education,4,Tablet,Yes,Poor,3,2nd Year,East,2021
1048,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,Entertainment,5,Desktop,Sometimes,Average,2,3rd Year,West,2024
1049,21,Female,Undergraduate,UK,6.3,Whatsapp,Yes,6.4,5,Single,4,8,Entertainment,1,Laptop,Sometimes,Poor,5,4th Year,South,2020
1050,21,Male,Graduate,UK,4.6,Facebook,Yes,7,6,In Relationship,3,7,Other,4,Laptop,Sometimes,Poor,3,1st Year,East,2020
1051,21,Male,Graduate,Poland,4.1,Facebook,No,8,7,Single,2,5,Entertainment,4,Tablet,Sometimes,Poor,3,1st Year,North,2022
1052,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,Socializing,5,Tablet,Yes,Excellent,5,2nd Year,North,2022
1053,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,Education,5,Tablet,Sometimes,Excellent,2,3rd Year,East,2024
1054,21,Male,Graduate,India,5.9,WhatsApp,Yes,6.4,5,In Relationship,4,8,Socializing,3,Laptop,Yes,Poor,2,2nd Year,North,2025
1055,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Education,2,Tablet,Sometimes,Good,2,3rd Year,Central,2020
1056,22,Male,Graduate,Turkey,5,Whatsapp,Yes,7.2,6,Single,3,7,Socializing,5,Mobile,No,Average,1,3rd Year,West,2024
1057,20,Female,Undergraduate,France,3.2,Instagram,No,8.8,7,In Relationship,2,5,Entertainment,4,Mobile,No,Poor,1,1st Year,North,2022
1058,22,Male,Graduate,Nepal,4.1,Facebook,No,7.9,7,Single,2,5,Education,4,Tablet,No,Excellent,3,2nd Year,West,2022
1059,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,News,1,Desktop,Yes,Good,1,3rd Year,South,2020
1060,24,Male,Graduate,Spain,6.6,Whatsapp,Yes,6.2,5,Single,4,8,News,1,Tablet,Yes,Poor,4,2nd Year,Central,2023
1061,22,Male,Graduate,Denmark,3.3,Facebook,No,8.5,8,In Relationship,2,4,Entertainment,5,Tablet,Sometimes,Good,2,2nd Year,South,2021
1062,20,Female,Undergraduate,UAE,6.9,Instagram,Yes,6.1,5,In Relationship,4,8,Education,1,Desktop,Sometimes,Average,5,4th Year,East,2022
1063,19,Female,Undergraduate,Netherlands,3.7,Whatsapp,No,8.3,8,Single,2,4,Education,3,Tablet,No,Good,2,4th Year,West,2025
1064,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2025
1065,22,Male,Graduate,Germany,3.1,Facebook,No,8.4,8,In Relationship,1,4,News,3,Mobile,Sometimes,Poor,1,1st Year,North,2022
1066,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2023
1067,23,Male,Graduate,Denmark,3.8,X,No,7.8,8,In Relationship,2,4,Entertainment,1,Laptop,Yes,Poor,1,1st Year,North,2023
1068,21,Male,Graduate,Maldives,5.4,Whatsapp,Yes,6,6,In Relationship,4,8,Education,4,Laptop,Sometimes,Excellent,2,1st Year,Central,2024
1069,19,Female,Undergraduate,France,4.3,Instagram,No,7.7,7,In Relationship,2,5,Entertainment,3,Laptop,Sometimes,Poor,2,4th Year,South,2025
1070,21,Female,Graduate,Pakistan,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,Entertainment,4,Mobile,Yes,Poor,1,3rd Year,South,2024
1071,19,Female,Undergraduate,Switzerland,3.1,Instagram,No,8.7,8,Single,2,4,Socializing,5,Desktop,Sometimes,Good,4,1st Year,South,2025
1072,22,Male,Graduate,Canada,5.8,Whatsapp,Yes,6.6,6,Single,3,7,News,5,Mobile,Sometimes,Excellent,4,3rd Year,Central,2021
1073,19,Female,Undergraduate,USA,7,Whatsapp,Yes,5.8,4,In Relationship,4,9,Socializing,3,Tablet,Yes,Average,5,2nd Year,West,2021
1074,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,Entertainment,4,Tablet,Sometimes,Good,4,1st Year,East,2020
1075,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4,Education,5,Laptop,No,Average,2,2nd Year,West,2024
1076,22,Male,Graduate,Mexico,7.2,WhatsApp,Yes,5,6,Single,3,7,News,5,Laptop,No,Excellent,1,1st Year,East,2022
1077,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,Education,1,Tablet,No,Average,2,4th Year,Central,2024
1078,21,Male,Graduate,Malaysia,6.1,WhatsApp,Yes,6.2,6,Single,3,7,Entertainment,2,Desktop,Yes,Excellent,4,2nd Year,East,2022
1079,19,Female,Undergraduate,Sri Lanka,5.1,Facebook,No,7,7,Single,2,5,Education,1,Laptop,No,Average,4,3rd Year,East,2023
1080,21,Male,Graduate,Canada,4.5,Facebook,Yes,6,6,In Relationship,2,7,Education,4,Desktop,Sometimes,Average,2,1st Year,West,2024
1081,21,Male,Undergraduate,Kenya,3.7,Facebook,No,6.6,7,Single,2,5,Socializing,3,Mobile,Sometimes,Average,4,4th Year,Central,2023
1082,20,Female,Undergraduate,France,4,Instagram,No,8,7,In Relationship,2,5,Other,3,Mobile,Yes,Poor,5,2nd Year,North,2021
1083,22,Female,Graduate,Kyrgyzstan,2.9,Facebook,No,7,7,In Relationship,2,5,Other,5,Desktop,Yes,Poor,5,3rd Year,Central,2021
1084,21,Male,Graduate,Canada,4.5,Instagram,Yes,7.7,6,Single,3,7,News,1,Desktop,Yes,Good,1,1st Year,West,2020
1085,22,Male,Graduate,India,7.2,Facebook,Yes,5.9,4,Single,5,9,News,3,Mobile,No,Excellent,5,2nd Year,West,2024
1086,20,Female,Undergraduate,Pakistan,5,Instagram,Yes,6.6,5,In Relationship,4,8,Socializing,1,Tablet,Sometimes,Excellent,1,4th Year,East,2023
1087,24,Female,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,7,Education,5,Desktop,Sometimes,Average,2,1st Year,West,2022
1088,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,News,1,Desktop,Sometimes,Poor,1,2nd Year,South,2021
1089,19,Female,High School,Nigeria,5.8,Instagram,Yes,5.4,5,Complicated,4,8,Education,2,Mobile,Yes,Excellent,3,3rd Year,Central,2021
1090,20,Male,Undergraduate,Vatican City,4.4,YouTube,Yes,6,6,Complicated,3,7,Education,4,Desktop,Sometimes,Excellent,3,3rd Year,Central,2022
1091,21,Male,Graduate,Denmark,3.2,Facebook,No,8.6,8,In Relationship,2,4,Other,5,Tablet,Sometimes,Excellent,3,2nd Year,North,2023
1092,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Entertainment,3,Desktop,Yes,Good,4,1st Year,East,2023
1093,21,Female,Graduate,Pakistan,4.8,Instagram,Yes,6.8,5,In Relationship,4,8,Entertainment,4,Mobile,Yes,Poor,1,3rd Year,South,2024
1094,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,Entertainment,1,Laptop,Sometimes,Excellent,1,2nd Year,East,2024
1095,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,Socializing,4,Laptop,Yes,Excellent,2,1st Year,North,2025
1096,21,Male,Graduate,Malaysia,5.7,WhatsApp,Yes,6.6,6,Single,3,7,Other,2,Mobile,Sometimes,Excellent,1,3rd Year,Central,2025
1097,22,Male,Graduate,Mexico,5.8,WhatsApp,Yes,6.4,6,Single,3,7,Other,3,Tablet,No,Excellent,2,1st Year,East,2020
1098,21,Female,Undergraduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,News,3,Mobile,No,Average,5,1st Year,Central,2021
1099,24,Female,Graduate,Poland,6.1,Whatsapp,Yes,6.4,5,Single,4,8,Education,4,Desktop,No,Poor,2,1st Year,West,2024
1100,21,Male,Graduate,Denmark,3,Facebook,No,8.8,8,In Relationship,2,4,News,1,Laptop,No,Excellent,2,1st Year,North,2023
1101,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,5,Mobile,Sometimes,Poor,5,1st Year,North,2022
1102,19,Male,Undergraduate,Austria,4.9,Instagram,Yes,5.8,6,Complicated,3,7,Education,1,Desktop,Yes,Average,2,3rd Year,North,2023
1103,21,Female,Undergraduate,Switzerland,4.2,Instagram,No,7.5,7,In Relationship,2,5,Education,2,Tablet,No,Excellent,1,3rd Year,Central,2021
1104,19,Male,Undergraduate,Nepal,3.9,Whatsapp,No,8.1,7,Single,2,5,Entertainment,3,Desktop,Sometimes,Average,1,1st Year,North,2025
1105,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7,News,4,Mobile,No,Good,3,3rd Year,Central,2023
1106,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,7,Other,2,Laptop,Yes,Excellent,5,2nd Year,East,2020
1107,22,Male,Graduate,Sri Lanka,5.1,Facebook,Yes,5.1,6,Single,3,7,Socializing,5,Laptop,Yes,Excellent,4,1st Year,Central,2021
1108,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,News,5,Tablet,Sometimes,Poor,3,2nd Year,Central,2025
1109,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Other,1,Tablet,No,Good,5,2nd Year,Central,2022
1110,19,Female,Undergraduate,USA,7.3,Instagram,Yes,5,5,In Relationship,4,9,Education,4,Desktop,No,Good,2,1st Year,Central,2025
1111,24,Female,Graduate,Ireland,5.9,X,Yes,6.6,6,Single,3,7,Other,3,Desktop,Yes,Poor,3,3rd Year,North,2020
1112,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4,Education,5,Laptop,No,Average,2,2nd Year,West,2021
1113,20,Male,Undergraduate,Italy,4.6,Facebook,No,7.2,7,In Relationship,2,5,Socializing,4,Laptop,Yes,Excellent,2,1st Year,North,2022
1114,18,Female,High School,Syria,5.6,Instagram,Yes,5.4,5,Single,4,8,Other,1,Tablet,Sometimes,Good,3,4th Year,North,2020
1115,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2025
1116,21,Male,Undergraduate,Egypt,3.9,YouTube,No,6.5,7,Complicated,2,6,Socializing,1,Desktop,Yes,Average,3,1st Year,South,2020
1117,20,Male,Undergraduate,Bangladesh,6.1,Instagram,Yes,6.2,5,Single,4,8,News,3,Mobile,Yes,Good,3,3rd Year,Central,2021
1118,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6,Entertainment,3,Tablet,Yes,Good,2,3rd Year,North,2024
1119,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,8,Other,2,Laptop,No,Excellent,4,4th Year,North,2020
1120,19,Female,Undergraduate,France,4.7,X,No,7.4,7,Single,2,5,Education,1,Tablet,Yes,Good,1,1st Year,West,2020
1121,20,Female,Undergraduate,Spain,4.5,Whatsapp,Yes,7.4,6,Single,3,7,News,2,Tablet,Sometimes,Good,5,4th Year,North,2025
1122,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,Socializing,2,Laptop,Sometimes,Poor,3,1st Year,North,2025
1123,20,Female,Undergraduate,Netherlands,3.8,Instagram,No,8.2,8,Single,2,4,Other,1,Tablet,No,Good,5,2nd Year,Central,2022
1124,21,Male,Graduate,New Zealand,4.2,Facebook,Yes,8,7,In Relationship,3,6,Entertainment,4,Laptop,No,Average,1,2nd Year,Central,2025
1125,22,Male,Graduate,Mexico,6.8,WhatsApp,Yes,5.4,6,Single,3,7,News,4,Tablet,No,Excellent,1,4th Year,South,2023
1126,22,Male,Graduate,Canada,3.6,Whatsapp,Yes,8.6,6,Single,3,7,Education,1,Mobile,Yes,Average,3,2nd Year,Central,2021
1127,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7,In Relationship,2,5,Education,2,Mobile,Yes,Poor,1,1st Year,West,2021
1128,22,Female,Graduate,Denmark,4.6,X,No,7.3,7,In Relationship,2,5,Other,4,Laptop,Yes,Poor,1,1st Year,West,2024
1129,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,News,4,Desktop,No,Good,2,2nd Year,East,2024
1130,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Single,1,3,Socializing,5,Desktop,No,Excellent,1,4th Year,West,2021
1131,21,Male,Graduate,Mexico,7.1,WhatsApp,Yes,5.1,6,Single,3,7,Entertainment,5,Mobile,No,Good,1,1st Year,North,2024
1132,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,News,1,Desktop,Yes,Good,1,3rd Year,South,2022
1133,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7,In Relationship,2,5,Education,2,Mobile,Yes,Poor,1,1st Year,West,2025
1134,22,Male,Graduate,Canada,4.4,Whatsapp,Yes,7.8,6,Single,3,7,News,5,Tablet,No,Poor,1,2nd Year,North,2021
1135,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Other,3,Mobile,No,Excellent,2,1st Year,Central,2024
1136,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2021
1137,19,Female,Undergraduate,Spain,4,Instagram,Yes,7.9,6,Single,3,7,News,4,Mobile,No,Good,3,3rd Year,Central,2023
1138,18,Male,High School,Kuwait,5.7,Snapchat,Yes,5.3,5,In Relationship,4,8,Education,5,Laptop,Sometimes,Average,5,1st Year,Central,2020
1139,20,Female,Undergraduate,Switzerland,2.8,Instagram,No,9,8,Single,2,4,Education,5,Laptop,No,Average,2,2nd Year,West,2025
1140,20,Female,Undergraduate,Spain,4.3,Whatsapp,Yes,7.6,6,Single,3,7,News,3,Tablet,Yes,Excellent,1,4th Year,South,2021
1141,19,Female,Undergraduate,France,4.1,Instagram,No,7.9,7,In Relationship,2,5,Education,2,Mobile,Sometimes,Average,1,3rd Year,East,2020
1142,19,Female,Undergraduate,Japan,3,LINE,No,8.6,8,Single,1,3,Socializing,5,Desktop,No,Excellent,1,4th Year,West,2024
1143,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,News,5,Desktop,Sometimes,Good,1,4th Year,South,2020
1144,22,Male,Graduate,Maldives,4.9,Whatsapp,Yes,4.9,6,In Relationship,4,8,Socializing,1,Laptop,Sometimes,Good,4,2nd Year,North,2025
1145,20,Male,Undergraduate,UK,6.4,Facebook,Yes,6.2,5,Single,4,8,Socializing,2,Laptop,No,Good,4,1st Year,East,2021
1146,20,Female,Undergraduate,Switzerland,3.8,Instagram,No,8,8,Single,2,4,Entertainment,3,Tablet,Yes,Poor,1,1st Year,West,2023
1147,21,Male,Graduate,China,4.3,WeChat,No,8,7,In Relationship,2,5,Other,4,Desktop,Sometimes,Average,3,1st Year,North,2024
1148,19,Female,Undergraduate,UAE,6.6,Instagram,Yes,6.4,5,In Relationship,4,8,Education,2,Mobile,No,Excellent,5,1st Year,South,2021
1149,22,Female,Graduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,7,Other,1,Tablet,Yes,Poor,4,4th Year,Central,2025
1150,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2024
1151,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,5,Other,5,Mobile,Sometimes,Poor,5,1st Year,North,2022
1152,20,Female,Undergraduate,India,5.7,Instagram,Yes,6.1,6,Single,3,7,Entertainment,5,Laptop,Sometimes,Poor,3,1st Year,West,2020
1153,24,Male,Graduate,Denmark,4.5,X,No,7.3,7,In Relationship,2,5,Education,3,Tablet,Sometimes,Average,2,2nd Year,South,2025
1154,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2022
1155,19,Male,Undergraduate,Bangladesh,4.1,Whatsapp,Yes,7.5,5,Single,4,8,Entertainment,3,Desktop,No,Average,1,1st Year,Central,2021
1156,19,Male,Undergraduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,7,News,4,Laptop,Sometimes,Poor,4,1st Year,West,2023
1157,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,Education,5,Tablet,Sometimes,Excellent,2,3rd Year,East,2024
1158,23,Female,Graduate,USA,5.3,X,Yes,6.8,6,In Relationship,3,7,Socializing,1,Laptop,No,Poor,5,4th Year,Central,2020
1159,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,Education,1,Tablet,No,Poor,4,2nd Year,Central,2024
1160,21,Male,Graduate,Canada,3.9,Instagram,Yes,8.3,6,Single,3,7,Other,3,Tablet,Yes,Poor,2,3rd Year,West,2021
1161,23,Male,Graduate,USA,5.5,X,Yes,6.7,6,In Relationship,3,7,News,2,Mobile,Sometimes,Good,2,3rd Year,East,2024
1162,21,Male,Undergraduate,Russia,3.7,YouTube,No,6.8,7,In Relationship,2,5,Education,2,Mobile,Yes,Poor,1,1st Year,West,2020
1163,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Other,3,Mobile,No,Excellent,2,1st Year,Central,2021
1164,23,Male,Graduate,Canada,5.7,Whatsapp,Yes,6.6,6,Single,3,7,Socializing,4,Tablet,Sometimes,Average,5,3rd Year,East,2024
1165,19,Female,Undergraduate,USA,6.6,Whatsapp,Yes,5.6,4,In Relationship,4,9,News,4,Mobile,Yes,Poor,2,2nd Year,South,2023
1166,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Other,3,Mobile,No,Excellent,2,1st Year,Central,2025
1167,19,Male,Undergraduate,Colombia,4.8,Instagram,Yes,5.9,6,In Relationship,3,7,Entertainment,1,Desktop,Yes,Average,1,1st Year,Central,2021
1168,22,Male,Graduate,India,5.8,WhatsApp,Yes,6.5,5,In Relationship,4,8,News,5,Mobile,No,Poor,3,4th Year,East,2025
1169,22,Male,Graduate,Poland,4.2,Facebook,No,7.9,7,Single,2,5,News,1,Mobile,Sometimes,Poor,1,2nd Year,East,2021
1170,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6,4,Single,5,9,Socializing,3,Tablet,Yes,Excellent,4,4th Year,Central,2023
1171,21,Female,Graduate,India,5.6,Instagram,Yes,5.6,6,In Relationship,3,7,Socializing,1,Mobile,Sometimes,Excellent,1,4th Year,North,2025
1172,20,Female,Undergraduate,Spain,4.3,Whatsapp,Yes,7.6,6,Single,3,7,News,3,Tablet,Yes,Excellent,1,4th Year,South,2022
1173,23,Male,Graduate,Bosnia,2.4,LinkedIn,No,7.4,8,Complicated,1,4,Education,4,Tablet,Yes,Poor,3,2nd Year,East,2020
1174,23,Female,Graduate,Turkey,6.7,Instagram,Yes,6.1,5,Single,4,8,News,2,Tablet,No,Poor,3,3rd Year,East,2022
1175,24,Male,Graduate,USA,5.6,Instagram,Yes,6.9,6,In Relationship,3,7,Education,4,Desktop,Yes,Average,5,4th Year,North,2024
1176,21,Male,Graduate,India,7.3,WhatsApp,Yes,5,5,In Relationship,4,8,Entertainment,3,Laptop,Sometimes,Average,2,3rd Year,East,2023
1177,22,Male,Graduate,Russia,4,VKontakte,No,8,7,Single,2,5,Entertainment,2,Desktop,Sometimes,Average,3,4th Year,South,2022
1178,21,Male,Undergraduate,Uruguay,3.8,YouTube,No,6.4,7,Single,2,6,Other,4,Desktop,Yes,Excellent,1,1st Year,South,2021
1179,19,Female,High School,Costa Rica,5.7,Instagram,Yes,5.5,5,Single,4,8,Other,1,Desktop,Sometimes,Excellent,3,3rd Year,East,2024
1180,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,News,1,Laptop,Yes,Average,2,4th Year,North,2024
1181,22,Male,Graduate,Bulgaria,2.8,LinkedIn,No,7.2,8,Single,1,4,News,1,Desktop,No,Average,5,1st Year,North,2022
1182,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,5,Socializing,2,Tablet,No,Excellent,2,4th Year,East,2022
1183,19,Male,Undergraduate,France,4.8,Snapchat,Yes,6.2,5,Complicated,3,7,Socializing,5,Mobile,No,Good,3,2nd Year,East,2023
1184,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,News,5,Desktop,Sometimes,Good,1,4th Year,South,2020
1185,19,Female,Undergraduate,Spain,4.4,Instagram,Yes,7.5,6,Single,3,7,Socializing,4,Tablet,No,Poor,2,4th Year,North,2022
1186,20,Male,Undergraduate,Finland,4.5,Facebook,No,7.4,7,In Relationship,2,5,Socializing,3,Tablet,Sometimes,Excellent,5,4th Year,East,2022
1187,21,Male,Graduate,Canada,4.4,Instagram,Yes,7.8,7,Single,3,6,News,1,Desktop,No,Good,1,3rd Year,North,2025
